Wed Mar 19 03:38:57 2014 - Update: UPDATE members SET WHERE `id` = '1';
Wed Mar 19 03:39:55 2014 - Update: UPDATE members SET Titles = "(lp0
S'knight martial'
p1
aS'awesome'
Thu Apr  3 18:47:09 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:47:14 2014 - Update: UPDATE groups SET LordsRepId = "9",UnitName = "Somerville",YearEndFunds = "0.0",Landed = "True",HeraldId = "1",CommonRepId = "1",UnitType = "Household",MarshalId = "9",YearlyDues = "0.0",Zips = "(lp0
S''
p1
a.",LeaderId = "2" WHERE `id` = '1';
Thu Apr  3 18:47:14 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 18:47:14 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 18:47:14 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 18:47:14 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 18:47:16 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 18:47:16 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 18:47:16 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:47:16 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:47:16 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:47:16 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:47:37 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 18:47:37 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:47:37 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:47:37 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:47:37 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:47:37 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:47:39 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 18:47:39 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:47:39 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:47:39 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:47:39 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:47:39 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:47:40 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 18:47:40 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:47:40 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:47:40 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:47:40 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:47:40 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:47:41 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 18:47:41 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 18:47:41 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:47:41 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:47:41 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:47:41 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:50:09 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:50:09 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 18:50:09 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 18:50:09 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:50:09 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 18:50:09 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 18:50:09 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 18:50:09 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 18:50:12 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 18:50:12 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 18:50:12 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 18:50:12 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 18:50:12 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:50:12 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 18:50:12 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 18:50:12 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:50:14 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 18:50:14 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 18:50:14 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:50:14 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:50:14 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:50:14 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:50:15 2014 - Update: UPDATE groups SET LordsRepId = "9",UnitName = "Somerville",YearEndFunds = "0.0",Landed = "False",HeraldId = "1",CommonRepId = "1",UnitType = "Household",MarshalId = "9",YearlyDues = "0.0",Zips = "(lp0
S''
p1
a.",LeaderId = "2" WHERE `id` = '1';
Thu Apr  3 18:50:15 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 18:50:15 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 18:50:15 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 18:50:15 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 18:50:25 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 18:50:25 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:50:25 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:50:25 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:50:25 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:50:25 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:50:27 2014 - Update: UPDATE groups SET LordsRepId = "9",UnitName = "Cnoc Tir",YearEndFunds = "0.0",Landed = "True",HeraldId = "9",CommonRepId = "9",UnitType = "Shire",MarshalId = "9",YearlyDues = "0.0",Zips = "(lp0
S'84321'
p1
a.",LeaderId = "9" WHERE `id` = '6';
Thu Apr  3 18:50:27 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 18:50:27 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 18:50:27 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 18:50:27 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 18:50:53 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 18:50:53 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:50:53 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:50:53 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:50:53 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:50:53 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:50:55 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 18:50:55 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:50:55 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:50:55 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:50:55 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:50:55 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:50:56 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 18:50:56 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:50:56 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:50:57 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:50:57 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:50:57 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:51:00 2014 - Update: UPDATE groups SET LordsRepId = "1",UnitName = "De Moffet",YearEndFunds = "0.0",Landed = "False",HeraldId = "1",CommonRepId = "1",UnitType = "Household",MarshalId = "1",YearlyDues = "0.0",Zips = "(lp0
S''
p1
a.",LeaderId = "1" WHERE `id` = '2';
Thu Apr  3 18:51:01 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 18:51:01 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 18:51:01 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 18:51:01 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 18:51:02 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 18:51:02 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:51:02 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:51:02 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:51:02 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:51:02 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:51:51 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:51:51 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 18:51:51 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 18:51:51 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:51:51 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 18:51:51 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 18:51:51 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 18:51:51 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 18:52:37 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 18:52:37 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 18:52:37 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 18:52:37 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 18:52:37 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:52:37 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 18:52:37 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 18:52:37 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:52:41 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 18:52:41 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:52:41 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:52:41 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:52:41 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:52:41 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:52:47 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 18:52:47 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:52:47 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:52:47 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:52:47 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:52:47 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:53:09 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:53:09 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 18:53:09 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 18:53:09 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:53:09 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 18:53:09 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 18:53:09 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 18:53:09 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 18:53:28 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 18:53:28 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 18:53:28 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 18:53:28 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 18:53:29 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:53:29 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 18:53:29 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 18:53:29 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:53:31 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 18:53:31 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 18:53:31 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 18:53:31 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 18:53:31 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:53:31 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 18:53:31 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 18:53:31 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:53:32 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 18:53:32 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 18:53:32 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 18:53:32 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 18:53:32 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:53:32 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 18:53:32 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 18:53:32 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:53:48 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:53:48 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 18:53:48 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 18:53:48 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:53:48 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 18:53:48 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 18:53:48 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 18:53:48 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 18:53:56 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 18:53:56 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 18:53:56 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 18:53:56 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 18:53:56 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:53:56 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 18:53:56 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 18:53:56 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 19:01:09 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 19:01:09 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 19:01:09 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 19:01:09 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 19:01:09 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 19:01:09 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 19:01:09 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 19:01:09 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 19:01:12 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 19:01:12 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 19:01:12 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 19:01:12 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 19:01:13 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 19:01:13 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 19:01:13 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 19:01:13 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 19:01:16 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 19:01:16 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 19:01:16 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 19:01:16 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 19:01:16 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 19:01:16 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 19:01:16 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 19:01:16 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 19:03:16 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 19:03:16 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 19:03:16 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 19:03:16 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 19:03:16 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 19:03:16 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 19:03:16 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 19:03:16 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 19:03:18 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 19:03:18 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 19:03:18 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 19:03:18 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 19:04:57 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 19:04:57 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 19:04:57 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 19:04:57 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 19:04:57 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 19:04:57 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 19:04:57 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 19:04:57 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 19:04:58 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 19:04:58 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 19:04:58 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 19:04:58 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 19:04:58 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 19:04:58 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 19:04:58 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 19:04:58 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 19:05:05 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 19:06:15 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 19:06:15 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 19:06:15 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 19:06:15 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 19:06:15 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 19:06:15 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 19:06:15 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 19:06:15 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 19:06:17 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 19:06:17 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 19:06:17 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 19:06:17 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 19:06:17 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 19:06:17 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 19:06:17 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 19:06:17 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 19:06:39 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 19:06:39 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 19:06:39 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 19:06:39 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 19:06:39 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 19:06:39 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 19:06:39 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 19:06:39 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 19:06:40 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 19:06:40 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 19:06:40 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 19:06:40 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 19:06:40 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 19:06:40 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 19:06:40 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 19:06:40 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 19:19:47 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 19:19:47 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 19:19:47 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 19:19:47 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 19:19:47 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 19:19:47 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 19:19:47 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 19:19:47 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 19:19:49 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 19:19:49 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 19:19:49 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 19:19:49 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 19:21:56 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 19:21:56 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 19:21:56 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 19:21:56 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 19:21:56 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 19:21:56 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 19:21:56 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 19:21:56 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 19:21:57 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 19:21:57 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 19:21:57 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 19:21:57 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 19:22:23 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 19:22:23 2014 - Select: SELECT * FROM `members` WHERE id = 2;
